school_name,name,left_over_total,offered,leftover_rate
Keene Mill Elementary,Orange Tangerine Juice(Each),227,1087,20.883164673413063
Keene Mill Elementary,Blueberry Chex Cereal(Each),13,77,16.883116883116884
Keene Mill Elementary,Natural Grape Jam(Packet),20,126,15.873015873015872
Keene Mill Elementary,String Cheese(1 Stick),55,352,15.625
Keene Mill Elementary,1% White Milk(Each),147,1038,14.16184971098266
Keene Mill Elementary,Red Delicious Apple(Each - serving),56,620,9.032258064516128
Keene Mill Elementary,Apple Juice(Each),42,830,5.0602409638554215
Keene Mill Elementary,Banana(Each),19,425,4.470588235294118
Keene Mill Elementary,Orange(6 Slices per 1/2 cup),9,210,4.285714285714286
Keene Mill Elementary,Mini Maple Pancakes(Package),19,479,3.966597077244259
Keene Mill Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",5,138,3.6231884057971016
Keene Mill Elementary,Egg and American Cheese on Biscuit(Sandwich),2,99,2.0202020202020203
Keene Mill Elementary,Apple Slices(3 slices per 1/4 cup),0,10,0.0
Keene Mill Elementary,Applesauce(1/2 Cup),0,28,0.0
Keene Mill Elementary,Biscuit(Biscuit),0,22,0.0
Keene Mill Elementary,Blueberry Bread(1 square),0,166,0.0
Keene Mill Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,17,0.0
Keene Mill Elementary,Chicken & Biscuit Sandwich(Sandwich),0,122,0.0
Keene Mill Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,10,0.0
Keene Mill Elementary,Chilled Peaches(1/2 cup (drained)),0,48,0.0
Keene Mill Elementary,Chilled Pineapple(1/2 cup),0,18,0.0
Keene Mill Elementary,Cream Cheese(Each),0,53,0.0
Keene Mill Elementary,Orange Slices(3 slices per 1/4 cup),0,34,0.0
Keene Mill Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,101,0.0
Kent Gardens Elementary,Fat Free White Milk(Each),87,110,79.0909090909091
Kent Gardens Elementary,Blueberry Chex Cereal(Each),67,85,78.82352941176471
Kent Gardens Elementary,Orange Tangerine Juice(Each),589,876,67.23744292237443
Kent Gardens Elementary,Cinnamon Chex Cereal(Each),52,89,58.42696629213483
Kent Gardens Elementary,Honey Cheerios Cereal(Each),93,169,55.02958579881657
Kent Gardens Elementary,1% White Milk(Each),95,193,49.22279792746114
Kent Gardens Elementary,Natural Grape Jam(Packet),79,190,41.578947368421055
Kent Gardens Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",77,198,38.88888888888889
Kent Gardens Elementary,Cream Cheese(Each),197,528,37.31060606060606
Kent Gardens Elementary,Bagel(Bagel),198,538,36.80297397769517
Kent Gardens Elementary,Banana(Each),2,6,33.33333333333333
Kent Gardens Elementary,Blueberry Parfait(Parfait),1,3,33.33333333333333
Kent Gardens Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),31,99,31.313131313131315
Kent Gardens Elementary,Mini Maple Pancakes(Package),228,746,30.563002680965145
Kent Gardens Elementary,Natural Breakfast Syrup(Each),201,676,29.73372781065089
Kent Gardens Elementary,Apple Juice(Each),369,1306,28.25421133231241
Kent Gardens Elementary,Biscuit(Biscuit),1,5,20.0
Kent Gardens Elementary,String Cheese(1 Stick),11,61,18.0327868852459
Kent Gardens Elementary,Red Delicious Apple(Each - serving),86,686,12.536443148688047
Kent Gardens Elementary,Bottled Water(Bottle),9,74,12.162162162162163
Kent Gardens Elementary,Mandarin Orange Parfait(Parfait),3,29,10.344827586206897
Kent Gardens Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),1,10,10.0
Kent Gardens Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),10,107,9.345794392523365
Kent Gardens Elementary,Strawberry Parfait(Parfait),0,3,0.0
Key Middle,Fat Free White Milk(Each),667,785,84.96815286624204
Key Middle,Natural Grape Jam(Packet),84,110,76.36363636363637
Key Middle,Biscuit(Biscuit),15,20,75.0
Key Middle,1% White Milk(Each),699,1203,58.104738154613464
Key Middle,Blueberry Chex Cereal(Each),76,214,35.51401869158878
Key Middle,Natural Breakfast Syrup(Each),15,50,30.0
Key Middle,Assorted  4 oz Yogurt(Container),33,113,29.20353982300885
Key Middle,Cream Cheese(Each),50,180,27.77777777777778
Key Middle,Strawberry Parfait(Parfait),20,80,25.0
Key Middle,Cinnamon Chex Cereal(Each),56,275,20.363636363636363
Key Middle,Banana(Each),18,95,18.947368421052634
Key Middle,Blueberry Muffin Top(Muffin Top),12,85,14.117647058823529
Key Middle,Orange Tangerine Juice(Each),182,1426,12.76297335203366
Key Middle,Egg and American Cheese on Biscuit(Sandwich),16,139,11.510791366906476
Key Middle,Bagel(Bagel),19,180,10.555555555555555
Key Middle,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",13,124,10.483870967741936
Key Middle,Apple Juice(Each),188,1925,9.766233766233766
Key Middle,Orange(6 Slices per 1/2 cup),26,277,9.386281588447654
Key Middle,Mandarin Orange Parfait(Parfait),12,136,8.823529411764707
Key Middle,Honey Cheerios Cereal(Each),35,415,8.433734939759036
Key Middle,Mini Maple Pancakes(Package),47,653,7.197549770290965
Key Middle,Red Delicious Apple(Each - serving),26,417,6.235011990407674
Key Middle,String Cheese(1 Stick),25,417,5.995203836930456
Key Middle,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",20,396,5.05050505050505
Key Middle,Blueberry Bread(1 square),0,270,0.0
Key Middle,Chicken & Biscuit Sandwich(Sandwich),0,319,0.0
Key Middle,IW Applesauce Cup(Each),0,10,0.0
Key Middle,Turkey Sausage Breakfast Biscuit(Sandwich),0,129,0.0
Kilmer Middle,Natural Breakfast Syrup(Each),181,271,66.78966789667896
Kilmer Middle,Fat Free White Milk(Each),86,153,56.209150326797385
Kilmer Middle,Natural Grape Jam(Packet),37,70,52.85714285714286
Kilmer Middle,Banana(Each),26,60,43.333333333333336
Kilmer Middle,Honey Cheerios Cereal(Each),56,157,35.6687898089172
Kilmer Middle,Blueberry Chex Cereal(Each),5,15,33.33333333333333
Kilmer Middle,Orange(1/4 cup),4,12,33.33333333333333
Kilmer Middle,Fat Free Unflavored Shelf-Stable Milk(Each),17,68,25.0
Kilmer Middle,Egg and American Cheese on Biscuit(Sandwich),9,37,24.324324324324326
Kilmer Middle,Chicken & Biscuit Sandwich(Sandwich),29,126,23.015873015873016
Kilmer Middle,1% White Milk(Each),157,731,21.477428180574556
Kilmer Middle,Orange(6 Slices per 1/2 cup),20,100,20.0
Kilmer Middle,Cinnamon Chex Cereal(Each),7,37,18.91891891891892
Kilmer Middle,Cream Cheese(Each),102,599,17.028380634390654
Kilmer Middle,Mini Maple Pancakes(Package),91,602,15.11627906976744
Kilmer Middle,Red Delicious Apple(Each - serving),46,321,14.330218068535824
Kilmer Middle,Orange Tangerine Juice(Each),109,800,13.625000000000002
Kilmer Middle,Bagel(Bagel),85,645,13.178294573643413
Kilmer Middle,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",25,191,13.089005235602095
Kilmer Middle,Blueberry Muffin Top(Muffin Top),15,116,12.931034482758621
Kilmer Middle,1% Unflavored Shelf-Stable Milk(Each),8,75,10.666666666666668
Kilmer Middle,Egg and American Cheese on Bagel(Sandwich),8,84,9.523809523809524
Kilmer Middle,Apple Juice(Each),103,1300,7.923076923076923
Kilmer Middle,String Cheese(1 Stick),22,310,7.096774193548387
Kilmer Middle,Apple Slices(3 slices per 1/4 cup),2,39,5.128205128205128
Kilmer Middle,Chilled Mandarin Oranges(1/2 cup (drained)),4,214,1.8691588785046727
Kilmer Middle,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),0,16,0.0
Kilmer Middle,"Apple Slices(3 slices, 1/4 cup)",0,30,0.0
Kilmer Middle,Applesauce(1/2 Cup),0,19,0.0
Kilmer Middle,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",0,21,0.0
Kilmer Middle,Biscuit(Biscuit),0,10,0.0
Kilmer Middle,Blueberry Bread(1oz Grain (1/64 Baked Pan)),0,165,0.0
Kilmer Middle,Chilled Peaches(1/2 cup (drained)),0,29,0.0
Kilmer Middle,Strawberry Banana Yogurt(each),0,66,0.0
Kilmer Middle,Strawberry Parfait(Parfait),0,0,0.0
Kilmer Middle,Turkey Sausage Breakfast Biscuit(Sandwich),0,24,0.0
Kings Glen Elementary,Fat Free White Milk(Each),250,421,59.38242280285036
Kings Glen Elementary,1% White Milk(Each),237,415,57.10843373493976
Kings Glen Elementary,Honey Cheerios Cereal(Each),81,160,50.625
Kings Glen Elementary,Orange(6 Slices per 1/2 cup),80,160,50.0
Kings Glen Elementary,Red Delicious Apple(Each - serving),60,120,50.0
Kings Glen Elementary,Banana(Each),56,115,48.69565217391305
Kings Glen Elementary,Cinnamon Chex Cereal(Each),100,212,47.16981132075472
Kings Glen Elementary,Blueberry Chex Cereal(Each),70,150,46.666666666666664
Kings Glen Elementary,Raspberry Lemonade Flavored Dried Cranberries(2 Eaches),10,25,40.0
Kings Glen Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",61,162,37.65432098765432
Kings Glen Elementary,Natural Grape Jam(Packet),20,60,33.33333333333333
Kings Glen Elementary,Natural Breakfast Syrup(Each),30,100,30.0
Kings Glen Elementary,Bagel(Bagel),26,178,14.606741573033707
Kings Glen Elementary,String Cheese(1 Stick),11,80,13.750000000000002
Kings Glen Elementary,Apple Cinnamon Bread (Grain for entree)(1 square),6,50,12.0
Kings Glen Elementary,Cream Cheese(Each),15,148,10.135135135135135
Kings Glen Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",5,80,6.25
Kings Glen Elementary,Mini Maple Pancakes(Package),32,532,6.015037593984962
Kings Glen Elementary,Chicken & Biscuit Sandwich(Sandwich),7,121,5.785123966942149
Kings Glen Elementary,Apple Juice(Each),74,1382,5.354558610709118
Kings Glen Elementary,Bottled Water(Bottle),0,3,0.0
Kings Glen Elementary,Egg and American Cheese on Biscuit(Sandwich),0,50,0.0
Kings Park Elementary,Cinnamon Chex Cereal(Each),288,425,67.76470588235294
Kings Park Elementary,Fat Free White Milk(Each),794,1237,64.18755052546483
Kings Park Elementary,Blueberry Chex Cereal(Each),272,494,55.06072874493927
Kings Park Elementary,1% White Milk(Each),1991,3964,50.22704339051464
Kings Park Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",10,25,40.0
Kings Park Elementary,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)(Each)",248,630,39.36507936507937
Kings Park Elementary,Graham Crackers(Package),197,585,33.675213675213676
Kings Park Elementary,Natural Blackberry Jam(Packet),10,30,33.33333333333333
Kings Park Elementary,Red Delicious Apple(Each - serving),23,75,30.666666666666664
Kings Park Elementary,Blueberry Muffin Top(Muffin Top),13,43,30.23255813953488
Kings Park Elementary,1% Unflavored Shelf-Stable Milk(Each),45,155,29.03225806451613
Kings Park Elementary,Honey Cheerios Cereal(Each),191,675,28.296296296296298
Kings Park Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),77,288,26.73611111111111
Kings Park Elementary,String Cheese(1 Stick),77,318,24.21383647798742
Kings Park Elementary,Natural Grape Jam(Packet),155,663,23.378582202111613
Kings Park Elementary,Banana(Each),267,1265,21.106719367588934
Kings Park Elementary,Orange(6 Slices per 1/2 cup),205,980,20.918367346938776
Kings Park Elementary,Orange Tangerine Juice(Each),249,1756,14.17995444191344
Kings Park Elementary,Natural Breakfast Syrup(Each),43,340,12.647058823529411
Kings Park Elementary,Bagel(Bagel),121,1029,11.758989310009719
Kings Park Elementary,Cream Cheese(Each),94,818,11.491442542787286
Kings Park Elementary,Apple Juice(Each),234,2043,11.45374449339207
Kings Park Elementary,Mini Maple Pancakes(Package),142,1320,10.757575757575758
Kings Park Elementary,Strawberry Parfait(Parfait),9,103,8.737864077669903
Kings Park Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),4,55,7.2727272727272725
Kings Park Elementary,"Apple Slices(3 slices, 1/4 cup)",0,24,0.0
Kings Park Elementary,Applesauce(1/2 Cup),0,66,0.0
Kings Park Elementary,Biscuit(Biscuit),0,0,0.0
Kings Park Elementary,Blueberry Parfait(Parfait),0,14,0.0
Kings Park Elementary,Chicken & Biscuit Sandwich(Sandwich),0,22,0.0
Kings Park Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,99,0.0
Kings Park Elementary,Chilled Peaches(1/2 cup (drained)),0,47,0.0
Kings Park Elementary,Egg and American Cheese on Biscuit(Sandwich),0,20,0.0
Kings Park Elementary,Mandarin Orange Parfait(Parfait),0,5,0.0
Kings Park Elementary,Orange Slices(3 slices per 1/4 cup),0,224,0.0
Lake Anne Elementary,String Cheese(1 Stick),150,230,65.21739130434783
Lake Anne Elementary,Blueberry Chex Cereal(Each),396,669,59.19282511210763
Lake Anne Elementary,Honey Cheerios Cereal(Each),222,630,35.23809523809524
Lake Anne Elementary,Mandarin Orange Parfait(Parfait),25,76,32.89473684210527
Lake Anne Elementary,Natural Grape Jam(Packet),35,107,32.71028037383177
Lake Anne Elementary,Orange Tangerine Juice(Each),275,931,29.53813104189044
Lake Anne Elementary,Cream Cheese(Each),20,70,28.57142857142857
Lake Anne Elementary,Cinnamon Chex Cereal(Each),147,555,26.486486486486488
Lake Anne Elementary,Fat Free White Milk(Each),102,400,25.5
Lake Anne Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",104,544,19.11764705882353
Lake Anne Elementary,Red Delicious Apple(Each - serving),21,147,14.285714285714285
Lake Anne Elementary,Strawberry Parfait(Parfait),5,37,13.513513513513514
Lake Anne Elementary,Apple Juice(Each),321,2400,13.375
Lake Anne Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",10,82,12.195121951219512
Lake Anne Elementary,1% White Milk(Each),124,1073,11.556383970177073
Lake Anne Elementary,Apple Slices(3 slices per 1/4 cup),30,286,10.48951048951049
Lake Anne Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",24,240,10.0
Lake Anne Elementary,Blueberry Bread(1 square),22,220,10.0
Lake Anne Elementary,Orange(6 Slices per 1/2 cup),12,170,7.0588235294117645
Lake Anne Elementary,Banana(Each),23,418,5.502392344497608
Lake Anne Elementary,Chicken & Biscuit Sandwich(Sandwich),5,96,5.208333333333334
Lake Anne Elementary,1% Unflavored Shelf-Stable Milk(Each),9,176,5.113636363636364
Lake Anne Elementary,Mini Maple Pancakes(Package),40,915,4.371584699453552
Lake Anne Elementary,Bagel(Bagel),3,84,3.571428571428571
Lake Anne Elementary,Biscuit(Biscuit),2,59,3.389830508474576
Lake Anne Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),4,122,3.278688524590164
Lake Anne Elementary,Applesauce(1/2 Cup),0,80,0.0
Lake Anne Elementary,Blueberry Muffin Top(Muffin Top),0,30,0.0
Lake Anne Elementary,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)(Each)",0,1,0.0
Lake Anne Elementary,Chilled Peaches(1/2 cup (drained)),0,124,0.0
Lake Anne Elementary,Egg and American Cheese on Biscuit(Sandwich),0,92,0.0
Lake Anne Elementary,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,46,0.0
Lake Anne Elementary,IW Applesauce Cup(Each),0,71,0.0
Lake Anne Elementary,"Milk, Soy, Plain, Bulk (12/32 oz)(1 cup)",0,21,0.0
Lake Anne Elementary,Orange Slices(3 slices per 1/4 cup),0,104,0.0
Lake Braddock Secondary,Orange(6 Slices per 1/2 cup),286,323,88.54489164086688
Lake Braddock Secondary,Fat Free White Milk(Each),966,1262,76.54516640253566
Lake Braddock Secondary,Red Delicious Apple(Each - serving),282,396,71.21212121212122
Lake Braddock Secondary,1% White Milk(Each),984,1408,69.88636363636364
Lake Braddock Secondary,Orange Tangerine Juice(Each),1369,2780,49.24460431654676
Lake Braddock Secondary,Honey Cheerios Cereal(Each),291,643,45.25660964230171
Lake Braddock Secondary,Natural Grape Jam(Packet),74,165,44.84848484848485
Lake Braddock Secondary,Granola(1/4 cup),249,560,44.46428571428571
Lake Braddock Secondary,Natural Breakfast Syrup(Each),423,992,42.641129032258064
Lake Braddock Secondary,Blueberry Chex Cereal(Each),142,336,42.26190476190476
Lake Braddock Secondary,"Parfait, Triple Berry(Parfait)",185,463,39.956803455723545
Lake Braddock Secondary,Banana(Each),95,318,29.874213836477985
Lake Braddock Secondary,Bottled Water(Bottle),138,496,27.82258064516129
Lake Braddock Secondary,Strawberry Parfait(Parfait),24,97,24.742268041237114
Lake Braddock Secondary,Cinnamon Chex Cereal(Each),165,690,23.91304347826087
Lake Braddock Secondary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",76,324,23.456790123456788
Lake Braddock Secondary,Turkey Sausage Breakfast Biscuit(Sandwich),32,147,21.768707482993197
Lake Braddock Secondary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),134,640,20.9375
Lake Braddock Secondary,String Cheese(1 Stick),261,1262,20.681458003169574
Lake Braddock Secondary,Biscuit(Biscuit),7,34,20.588235294117645
Lake Braddock Secondary,Banana Bread(Each),29,151,19.205298013245034
Lake Braddock Secondary,Cream Cheese(Each),26,138,18.84057971014493
Lake Braddock Secondary,Mini Maple Pancakes(Package),283,1601,17.676452217364147
Lake Braddock Secondary,Egg and American Cheese on English Muffin(Sandwich),111,649,17.103235747303543
Lake Braddock Secondary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",112,698,16.045845272206304
Lake Braddock Secondary,Bagel(Bagel),18,135,13.333333333333334
Lake Braddock Secondary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),19,147,12.925170068027212
Lake Braddock Secondary,Apple Juice(Each),255,3586,7.110987172336866
Lane Elementary,Blueberry Chex Cereal(Each),121,210,57.61904761904761
Lane Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",103,200,51.5
Lane Elementary,Honey Cheerios Cereal(Each),177,420,42.142857142857146
Lane Elementary,Blueberry Bread(1 square),42,100,42.0
Lane Elementary,Fat Free White Milk(Each),204,490,41.63265306122449
Lane Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",8,20,40.0
Lane Elementary,Strawberry Parfait(Parfait),21,56,37.5
Lane Elementary,Mandarin Orange Parfait(Parfait),29,83,34.93975903614458
Lane Elementary,Cinnamon Chex Cereal(Each),135,425,31.76470588235294
Lane Elementary,Blueberry Muffin Top(Muffin Top),17,55,30.909090909090907
Lane Elementary,String Cheese(1 Stick),93,329,28.267477203647417
Lane Elementary,Biscuit(Biscuit),3,15,20.0
Lane Elementary,Orange Tangerine Juice(Each),257,1285,20.0
Lane Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),10,60,16.666666666666664
Lane Elementary,Egg and American Cheese on Biscuit(Sandwich),12,73,16.43835616438356
Lane Elementary,Red Delicious Apple(Each - serving),182,1130,16.10619469026549
Lane Elementary,1% White Milk(Each),163,1055,15.450236966824646
Lane Elementary,Chicken & Biscuit Sandwich(Sandwich),14,110,12.727272727272727
Lane Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",21,174,12.068965517241379
Lane Elementary,Natural Grape Jam(Packet),44,445,9.887640449438202
Lane Elementary,Natural Breakfast Syrup(Each),45,505,8.91089108910891
Lane Elementary,Cream Cheese(Each),5,60,8.333333333333332
Lane Elementary,Mini Maple Pancakes(Package),52,640,8.125
Lane Elementary,"Waffle (Grain), Belgian, Buttery Maple, Bulk(Waffle)",16,256,6.25
Lane Elementary,Apple Juice(Each),98,1715,5.714285714285714
Lane Elementary,Bagel(Bagel),5,120,4.166666666666666
Lane Elementary,Maple Belgian Waffle(Waffle),6,190,3.1578947368421053
Lane Elementary,Banana(Each),1,250,0.4
Langley High,Turkey & Cheese on Biscuit(Sandwich),14,24,58.333333333333336
Langley High,"Nutri-Grain, Strawberry(each)",10,19,52.63157894736842
Langley High,Orange Tangerine Juice(Each),381,840,45.357142857142854
Langley High,Biscuit(Biscuit),12,29,41.37931034482759
Langley High,Strawberry Flavored Dried Cranberries(2 Eaches),2,5,40.0
Langley High,"Parfait, Triple Berry(Parfait)",23,66,34.84848484848485
Langley High,Banana(Each),2,6,33.33333333333333
Langley High,Watermelon Flavored Dried Cranberries(2 Eaches),5,15,33.33333333333333
Langley High,Honey Cheerios Cereal(Each),72,223,32.28699551569507
Langley High,"Nutri-Grain, Apple Cinnamon(each)",7,22,31.818181818181817
Langley High,Egg and American Cheese on English Muffin(Sandwich),23,75,30.666666666666664
Langley High,Fat Free White Milk(Each),56,195,28.717948717948715
Langley High,Turkey Sausage Breakfast Biscuit(Sandwich),8,29,27.586206896551722
Langley High,Blueberry Parfait(Parfait),11,41,26.82926829268293
Langley High,Natural Grape Jam(Packet),21,87,24.137931034482758
Langley High,Watermelon Flavored Dried Cranberries(Each),9,38,23.684210526315788
Langley High,Blueberry Bread(2oz Grain (1/32 Baked Pan)),3,15,20.0
Langley High,Raspberry Lemonade Flavored Dried Cranberries(Each),1,5,20.0
Langley High,Golden Delicious Apple(Each),29,148,19.594594594594593
Langley High,Apple Juice(Each),245,1260,19.444444444444446
Langley High,Cinnamon Chex Cereal(Each),43,227,18.94273127753304
Langley High,Strawberry Flavored Dried Cranberries(Each),3,16,18.75
Langley High,Chicken & Biscuit Sandwich(Sandwich),12,67,17.91044776119403
Langley High,"Nutri-Grain, Blueberry(each)",3,17,17.647058823529413
Langley High,Strawberry Parfait(Parfait),11,63,17.46031746031746
Langley High,Apple Cinnamon Bread(2oz Grain (1/32 Baked Pan)),16,100,16.0
Langley High,Cream Cheese(Each),46,288,15.972222222222221
Langley High,Bagel(Bagel),54,359,15.041782729805014
Langley High,"Apple, Slices, IW - ER Supper Only(Each)",6,40,15.0
Langley High,Orange Flavored Dried Cranberries(Each),3,20,15.0
Langley High,String Cheese(1 Stick),26,175,14.857142857142858
Langley High,Mini Maple Pancakes(Package),71,495,14.343434343434344
Langley High,Triple Berry Parfait Power Pack(Power Pack),4,31,12.903225806451612
Langley High,1% White Milk(Each),33,264,12.5
Langley High,Natural Breakfast Syrup(Each),3,25,12.0
Langley High,Egg and American Cheese on Biscuit(Sandwich),2,19,10.526315789473683
Langley High,Raspberry Lemonade Flavored Dried Cranberries(2 Eaches),1,10,10.0
Langley High,Blueberry Muffin Top(Muffin Top),12,122,9.836065573770492
Langley High,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),1,11,9.090909090909092
Langley High,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",19,214,8.878504672897195
Langley High,Bottled Water(Bottle),4,565,0.7079646017699115
Laurel Hill Elementary,Chilled Pineapple(1/2 cup),4,5,80.0
Laurel Hill Elementary,Orange Flavored Dried Cranberries(2 Eaches),41,57,71.9298245614035
Laurel Hill Elementary,Watermelon Flavored Dried Cranberries(2 Eaches),40,59,67.79661016949152
Laurel Hill Elementary,Strawberry Flavored Dried Cranberries(2 Eaches),170,268,63.43283582089553
Laurel Hill Elementary,Fat Free Unflavored Shelf-Stable Milk(Each),61,122,50.0
Laurel Hill Elementary,Strawberry Parfait(Parfait),50,110,45.45454545454545
Laurel Hill Elementary,Mandarin Orange Parfait(Parfait),72,180,40.0
Laurel Hill Elementary,Natural Grape Jam(Packet),12,33,36.36363636363637
Laurel Hill Elementary,Blueberry Chex Cereal(Each),155,435,35.63218390804598
Laurel Hill Elementary,Orange(6 Slices per 1/2 cup),108,309,34.95145631067961
Laurel Hill Elementary,Applesauce(1/2 Cup),31,99,31.313131313131315
Laurel Hill Elementary,1% Unflavored Shelf-Stable Milk(Each),106,355,29.859154929577464
Laurel Hill Elementary,Biscuit(Biscuit),8,33,24.242424242424242
Laurel Hill Elementary,Egg and American Cheese on Biscuit(Sandwich),18,78,23.076923076923077
Laurel Hill Elementary,Banana(Each),16,72,22.22222222222222
Laurel Hill Elementary,Red Delicious Apple(Each - serving),44,266,16.541353383458645
Laurel Hill Elementary,Cinnamon Chex Cereal(Each),77,480,16.041666666666668
Laurel Hill Elementary,Orange Tangerine Juice(Each),275,1769,15.545505935556811
Laurel Hill Elementary,Fat Free White Milk(Each),40,260,15.384615384615385
Laurel Hill Elementary,Mini Maple Pancakes(Package),158,1042,15.163147792706333
Laurel Hill Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",62,410,15.121951219512194
Laurel Hill Elementary,String Cheese(1 Stick),40,285,14.035087719298245
Laurel Hill Elementary,Chicken & Biscuit Sandwich(Sandwich),11,83,13.253012048192772
Laurel Hill Elementary,1% White Milk(Each),35,265,13.20754716981132
Laurel Hill Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),8,63,12.698412698412698
Laurel Hill Elementary,Honey Cheerios Cereal(Each),59,491,12.016293279022404
Laurel Hill Elementary,Cream Cheese(Each),5,60,8.333333333333332
Laurel Hill Elementary,Blueberry Bread(1 square),15,240,6.25
Laurel Hill Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",14,254,5.511811023622047
Laurel Hill Elementary,Chilled Peaches(1/2 cup (drained)),4,76,5.263157894736842
Laurel Hill Elementary,Apple Juice(Each),14,1618,0.865265760197775
Laurel Hill Elementary,Apple Slices(3 slices per 1/4 cup),0,31,0.0
Laurel Hill Elementary,Bagel(Bagel),0,60,0.0
Laurel Hill Elementary,Blueberry Muffin Top(Muffin Top),0,60,0.0
Laurel Hill Elementary,Chilled Mandarin Oranges(1/2 cup (drained)),0,32,0.0
Laurel Hill Elementary,"Frozen, Blueberries(1/2 cup)",0,6,0.0
Laurel Hill Elementary,Orange Slices(3 slices per 1/4 cup),0,1,0.0
Laurel Hill Elementary,Orange Slices(6 Slices per 1/2 cup),0,0,0.0
Laurel Hill Elementary,Red Seedless Grapes(16 grapes per 1/2 cup),0,10,0.0
Laurel Ridge Elementary,Blueberry Chex Cereal(Each),59,98,60.204081632653065
Laurel Ridge Elementary,Bottled Water(Bottle),50,98,51.02040816326531
Laurel Ridge Elementary,Cinnamon Chex Cereal(Each),64,202,31.683168316831683
Laurel Ridge Elementary,"Batter, Pumpkin Bread(2oz Grain (1/32Baked Pan))",9,37,24.324324324324326
Laurel Ridge Elementary,Fat Free White Milk(Each),68,361,18.83656509695291
Laurel Ridge Elementary,Strawberry Parfait(Parfait),5,27,18.51851851851852
Laurel Ridge Elementary,Orange(6 Slices per 1/2 cup),117,700,16.714285714285715
Laurel Ridge Elementary,Natural Blackberry Jam(Packet),8,50,16.0
Laurel Ridge Elementary,Apple Juice(Each),272,1711,15.897136177673875
Laurel Ridge Elementary,Mandarin Orange Parfait(Parfait),2,14,14.285714285714285
Laurel Ridge Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",47,349,13.46704871060172
Laurel Ridge Elementary,Triple Berry Parfait Power Pack(Power Pack),3,25,12.0
Laurel Ridge Elementary,1% White Milk(Each),83,856,9.69626168224299
Laurel Ridge Elementary,Orange Tangerine Juice(Each),78,816,9.558823529411764
Laurel Ridge Elementary,"Parfait, Triple Berry(Parfait)",6,70,8.571428571428571
Laurel Ridge Elementary,Mini Maple Pancakes(Package),87,1069,8.13844714686623
Laurel Ridge Elementary,Honey Cheerios Cereal(Each),28,364,7.6923076923076925
Laurel Ridge Elementary,Golden Delicious Apple(Each),5,69,7.246376811594203
Laurel Ridge Elementary,Cream Cheese(Each),8,115,6.956521739130435
Laurel Ridge Elementary,Bagel(Bagel),8,117,6.837606837606838
Laurel Ridge Elementary,Banana(Each),20,381,5.2493438320209975
Laurel Ridge Elementary,Red Delicious Apple(Each - serving),21,568,3.697183098591549
Laurel Ridge Elementary,Natural Grape Jam(Packet),1,92,1.0869565217391304
Laurel Ridge Elementary,IW Applesauce Cup(Each),2,296,0.6756756756756757
