school_name,name,left_over_total,offered_reimbursable,leftover_rate
Groveton Elementary,Grilled Cheese Sandwich (Sandwich),2,317,0.6309148264984227
Groveton Elementary,Chicken Tenders (3 tenders),6,977,0.6141248720573182
Groveton Elementary,Apple Cinnamon Spread (Each),0,118,0.0
Groveton Elementary,Applesauce (1/2 Cup),0,129,0.0
Groveton Elementary,Asian Veggie Sub (sandwich),0,575,0.0
Groveton Elementary,Black Beans - salad bar entree (1/2 cup),0,10,0.0
Groveton Elementary,"Bread, Hamburger Bun (Bun)",0,120,0.0
Groveton Elementary,Broccoli Alfredo Pasta (1 cup),0,150,0.0
Groveton Elementary,Chana Masala (1/2 cup),0,57,0.0
Groveton Elementary,Cheese Quesadilla (Quesadilla),0,174,0.0
Groveton Elementary,Cheeseburger (Sandwich),0,269,0.0
Groveton Elementary,Cheez-Its Crackers (Package),0,268,0.0
Groveton Elementary,Cherry Flavored Dried Cranberries (Each),0,106,0.0
Groveton Elementary,"Chicken, Drumstick, Roasted (Each Drumstick)",0,6,0.0
Groveton Elementary,Chickenless Bites (2 Bites),0,16,0.0
Groveton Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),0,126,0.0
Groveton Elementary,Chilled Peaches (1/2 cup (drained)),0,64,0.0
Groveton Elementary,Cucumber Slices (6 Slices per 1/2 cup),0,66,0.0
Groveton Elementary,Cucumbers (1/2 cup sliced),0,6,0.0
Groveton Elementary,Fish Tacos (2 Tacos),0,86,0.0
Groveton Elementary,Golden Delicious Apple (Each),0,31,0.0
Groveton Elementary,Graham Crackers (Package),0,324,0.0
Groveton Elementary,"Green Beans, Frozen (1/2 cup)",0,145,0.0
Groveton Elementary,Hot Turkey & Cheese (sandwich),0,24,0.0
Groveton Elementary,IW Applesauce Cup (Each),0,178,0.0
Groveton Elementary,"Lactose Free, White Milk (Each)",0,14,0.0
Groveton Elementary,Lettuce Blend Salad Mix (1 cup),0,126,0.0
Groveton Elementary,Marinara Sauce (1/2 cup),0,455,0.0
Groveton Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",0,81,0.0
Groveton Elementary,Mustard Packet (Packet),0,234,0.0
Groveton Elementary,Nachos with Cheese Sauce (Serving),0,341,0.0
Groveton Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,104,0.0
Groveton Elementary,Orange Slices (6 Slices per 1/2 cup),0,63,0.0
Groveton Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),0,28,0.0
Groveton Elementary,Potato Wedges (4 pieces),0,34,0.0
Groveton Elementary,Potato Wedges (7 pieces),0,360,0.0
Groveton Elementary,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",0,27,0.0
Groveton Elementary,Roasted Plantains (6 Slices),0,223,0.0
Groveton Elementary,"Sandwich, Turkey & Cheese on Sub Roll (sandwich)",0,28,0.0
Groveton Elementary,Spicy Chicken Wrap (Wrap),0,18,0.0
Groveton Elementary,Steamed Baby Carrots (1/2 cup),0,151,0.0
Groveton Elementary,Steamed Broccoli (1/2 cup),0,108,0.0
Groveton Elementary,Tex Mex Corn (1/2 cup),0,60,0.0
Groveton Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,43,0.0
Groveton Elementary,Turkey Pepperoni Pizza (1.37 oz),0,37,0.0
Groveton Elementary,Whole Strawberries (1/2 cup thawed),0,62,0.0
Groveton Elementary,Whole Wheat Dinner Roll (2 rolls),0,147,0.0
Gunston Elementary,Fat Free White Milk (Each),369,398,92.71356783919597
Gunston Elementary,"Lactose Free, White Milk (Each)",304,338,89.94082840236686
Gunston Elementary,1% White Milk (Each),2400,3523,68.12375816065853
Gunston Elementary,Strawberry Chex Mix (Package),79,119,66.38655462184873
Gunston Elementary,Cheddar Chex Mix (Package),152,245,62.04081632653061
Gunston Elementary,Chickpeas (1/2 cup),49,104,47.11538461538461
Gunston Elementary,Italian Dressing (1 ounce),138,368,37.5
Gunston Elementary,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",112,312,35.8974358974359
Gunston Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),196,551,35.57168784029038
Gunston Elementary,Grape Tomatoes (6 Tomatoes per 1/2 cup),113,333,33.933933933933936
Gunston Elementary,Celery Sticks (1/2 cup),54,176,30.681818181818183
Gunston Elementary,"Salsa, Mild Canned (1.5 oz)",10,35,28.57142857142857
Gunston Elementary,IW Heartzels Pretzels (Package),30,114,26.31578947368421
Gunston Elementary,Black Beans (1/2 Cup),35,154,22.727272727272727
Gunston Elementary,Broccoli Florets (6 Pieces per 1/2 cup),4,18,22.22222222222222
Gunston Elementary,Fat Free Chocolate Milk (Each),955,4299,22.2144684810421
Gunston Elementary,Cucumber Slices (6 Slices per 1/2 cup),102,489,20.858895705521473
Gunston Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),66,332,19.879518072289155
Gunston Elementary,"Sauce, Spicy Mayo (tbsp)",60,320,18.75
Gunston Elementary,Ranch Dressing (1 ounce),104,612,16.99346405228758
Gunston Elementary,Roasted Sunflower Seeds (Package),69,415,16.626506024096386
Gunston Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),45,271,16.605166051660518
Gunston Elementary,Grilled Cheese Sandwich (Sandwich),16,105,15.238095238095239
Gunston Elementary,Red Delicious Apple (Each - serving),55,380,14.473684210526317
Gunston Elementary,PB&J Power Pack (Power Packs),124,890,13.93258426966292
Gunston Elementary,Asian Meatball Sub (sandwich),30,217,13.82488479262673
Gunston Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",13,103,12.62135922330097
Gunston Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",17,138,12.318840579710146
Gunston Elementary,Chocolate Chip Cookie (1/2 Cookie),55,458,12.008733624454148
Gunston Elementary,Soft Pretzel (1 pretzel),22,192,11.458333333333332
Gunston Elementary,Golden Delicious Apple (Each),77,674,11.42433234421365
Gunston Elementary,Chicken Masala Drumstick (Drumstick),20,193,10.362694300518134
Gunston Elementary,Cherry Flavored Dried Cranberries (Each),16,155,10.32258064516129
Gunston Elementary,Strawberry Flavored Dried Cranberries (2 Eaches),5,50,10.0
Gunston Elementary,String Cheese (1 Stick),11,111,9.90990990990991
Gunston Elementary,Bottled Water (Bottle),41,415,9.879518072289157
Gunston Elementary,Orange Chickenless Bites (4 bites),10,102,9.803921568627452
Gunston Elementary,Banana (Each),113,1154,9.792027729636049
Gunston Elementary,Baked Cheese Sticks (2 Cheese Sticks),20,215,9.30232558139535
Gunston Elementary,"Bread, English Muffin, WG (Each)",30,348,8.620689655172415
Gunston Elementary,Cheez-Its Crackers (Package),99,1200,8.25
Gunston Elementary,Cherry Flavored Dried Cranberries (2 Eaches),4,50,8.0
Gunston Elementary,Strawberry Flavored Dried Cranberries (Each),47,635,7.4015748031496065
Gunston Elementary,Orange Slices (6 Slices per 1/2 cup),68,990,6.8686868686868685
Gunston Elementary,Corn (1/2 cup (thawed)),2,30,6.666666666666667
Gunston Elementary,Beef Meatball Sub Sandwich (Sandwich),15,250,6.0
Gunston Elementary,Cheese Quesadilla (Quesadilla),18,302,5.960264900662252
Gunston Elementary,Ketchup Packet (Packet),106,1798,5.89543937708565
Gunston Elementary,Chicken Tenders (3 tenders),30,552,5.434782608695652
Gunston Elementary,Chocolate Chip Cookie (Cookie),10,190,5.263157894736842
Gunston Elementary,Smartfood RF White Cheddar Popcorn (Each),3,68,4.411764705882353
Gunston Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),5,129,3.875968992248062
Gunston Elementary,Turkey Pepperoni Pizza (Slice),12,532,2.2556390977443606
Gunston Elementary,Lettuce Blend Salad Mix (1/2 cup),25,1455,1.718213058419244
Gunston Elementary,Asian Veggie Sub (sandwich),1,296,0.33783783783783783
Gunston Elementary,Alfredo & Basil Lasagna (Each),0,82,0.0
Gunston Elementary,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),0,128,0.0
Gunston Elementary,Apple Slices (3 slices per 1/4 cup),0,85,0.0
Gunston Elementary,Apple Slices (6 Slices per 1/2 cup),0,330,0.0
Gunston Elementary,Applesauce (1/2 Cup),0,115,0.0
Gunston Elementary,BBQ Chicken Drumstick (Drumstick),0,96,0.0
Gunston Elementary,BBQ Vegan Burger (Sandwich),0,3,0.0
Gunston Elementary,Baby Carrots (3 baby carrots per 1/4 cup),0,37,0.0
Gunston Elementary,Bean and Cheese Pupusa (Pupusa),0,116,0.0
Gunston Elementary,Beef Meatballs (Serving),0,8,0.0
Gunston Elementary,Biscuit (Biscuit),0,53,0.0
Gunston Elementary,Blueberry Bread (1 square),0,37,0.0
Gunston Elementary,"Bread, Loco (flatbread)",0,144,0.0
Gunston Elementary,Breaded  Chicken Patty on a Bun (Sandwich),0,104,0.0
Gunston Elementary,Chana Masala (1/2 cup),0,18,0.0
Gunston Elementary,Cheese Pizza (Slice),0,773,0.0
Gunston Elementary,Cheeseburger (Sandwich),0,185,0.0
Gunston Elementary,Cherry Tomatoes (6 Tomatoes per 1/2 cup),0,23,0.0
Gunston Elementary,Chicken & Vegetable Dumplings (6 dumplings),0,50,0.0
Gunston Elementary,"Chicken, Bites (4 Bites)",0,20,0.0
Gunston Elementary,"Chicken, Bites, Breaded (4 Bites)",0,20,0.0
Gunston Elementary,"Chicken, Drumstick, Roasted (Each Drumstick)",0,16,0.0
Gunston Elementary,"Chicken, Wings, Pre-Cooked (3 Wings)",0,266,0.0
Gunston Elementary,Chickenless Bites (2 Bites),0,2,0.0
Gunston Elementary,Chickenless Bites (4 Bites),0,386,0.0
Gunston Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),0,155,0.0
Gunston Elementary,Chilled Peaches (1/2 cup (drained)),0,19,0.0
Gunston Elementary,Cooked  Brown Rice (1 cup cooked),0,103,0.0
Gunston Elementary,Cooked  Brown Rice (1/2 cup cooked),0,232,0.0
Gunston Elementary,Corn (1/2 cup (cooked)),0,25,0.0
Gunston Elementary,Cucumber Slices (1/2 cup),0,12,0.0
Gunston Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),0,360,0.0
Gunston Elementary,Fish Tacos (2 Tacos),0,60,0.0
Gunston Elementary,Graham Crackers (Package),0,88,0.0
Gunston Elementary,IW Applesauce Cup (Each),0,101,0.0
Gunston Elementary,Lettuce Blend Salad Mix (1 cup),0,101,0.0
Gunston Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),0,50,0.0
Gunston Elementary,Marinara Sauce (1/4 Cup),0,140,0.0
Gunston Elementary,Mayonnaise Packet (Packet),0,23,0.0
Gunston Elementary,Mustard Packet (Packet),0,23,0.0
Gunston Elementary,Nachos with Cheese Sauce (Serving),0,64,0.0
Gunston Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,25,0.0
Gunston Elementary,Orange Chicken (4 Bites w/ 1oz sauce),0,241,0.0
Gunston Elementary,Orange Sauce (ounce),0,75,0.0
Gunston Elementary,Orange Slices (3 slices per 1/4 cup),0,13,0.0
Gunston Elementary,"Patty, Chicken, Breaded, WG (2 strips)",0,13,0.0
Gunston Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",0,7,0.0
Gunston Elementary,"Peppers, green, pre-sliced (1/2 cup sliced)",0,20,0.0
Gunston Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),0,9,0.0
Gunston Elementary,Potato Wedges (7 pieces),0,188,0.0
Gunston Elementary,Roasted Plantains (6 Slices),0,73,0.0
Gunston Elementary,"Salsa, Mild Canned (1/4 cup)",0,54,0.0
Gunston Elementary,Steamed Baby Carrots (1/2 cup),0,98,0.0
Gunston Elementary,Steamed Broccoli (1/2 cup),0,113,0.0
Gunston Elementary,Strawberry Parfait (Parfait),0,20,0.0
Gunston Elementary,Strawberry Parfait Power Pack (Power Pack),0,9,0.0
Gunston Elementary,Tex Mex Corn (1/2 cup),0,49,0.0
Gunston Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,51,0.0
Gunston Elementary,Vegan Burger (Sandwich),0,23,0.0
Gunston Elementary,Wheat Thins (Package),0,2,0.0
Gunston Elementary,Whole Wheat Dinner Roll (Each),0,42,0.0
HAYFIELD SS,Sub Roll (Sub Roll),124,169,73.37278106508876
HAYFIELD SS,Black Beans (1/2 cup),65,90,72.22222222222221
HAYFIELD SS,Sour Cream (2 Tablespoons),25,35,71.42857142857143
HAYFIELD SS,"CLPP, Grape Tomatoes (1/2 cup)",20,30,66.66666666666666
HAYFIELD SS,Raspberry Lemonade Flavored Dried Cranberries (Each),180,295,61.016949152542374
HAYFIELD SS,Cheese Quesadilla (Quesadilla),88,153,57.51633986928104
HAYFIELD SS,Strawberry & Banana Yogurt Power Pack (Power Packs),226,406,55.66502463054187
HAYFIELD SS,Chickpeas - salad bar entree (1/2 cup),25,45,55.55555555555556
HAYFIELD SS,Mustard Packet (Packet),870,1585,54.889589905362776
HAYFIELD SS,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",75,152,49.34210526315789
HAYFIELD SS,Chicken Masala Drumstick (Drumstick),154,333,46.246246246246244
HAYFIELD SS,Orange Flavored Dried Cranberries (Each),97,210,46.19047619047619
HAYFIELD SS,Chickpeas (1/2 cup),178,390,45.64102564102564
HAYFIELD SS,Manager's Vegetable Choice (1/4 cup),40,90,44.44444444444444
HAYFIELD SS,Asian Veggie Sub (sandwich),130,295,44.06779661016949
HAYFIELD SS,Strawberry Flavored Dried Cranberries (Each),159,364,43.68131868131868
HAYFIELD SS,Strawberry Parfait Power Pack (Power Pack),24,55,43.63636363636363
HAYFIELD SS,Turkey Pepperoni Pizza (Slice),538,1240,43.38709677419355
HAYFIELD SS,Alfredo & Basil Lasagna (Each),28,65,43.07692307692308
HAYFIELD SS,Vegan Burger (Sandwich),24,57,42.10526315789473
HAYFIELD SS,Orange Chickenless Bites (4 bites),170,405,41.9753086419753
HAYFIELD SS,Corn (1/2 cup (cooked)),155,370,41.891891891891895
HAYFIELD SS,Italian Dressing (1 ounce),1462,3584,40.792410714285715
HAYFIELD SS,Potstickers (6 Potstickers),49,121,40.49586776859504
HAYFIELD SS,Chickpeas (1/4 cup),354,875,40.457142857142856
HAYFIELD SS,Grilled Cheese Sandwich (Sandwich),186,464,40.08620689655172
HAYFIELD SS,Cherry Flavored Dried Cranberries (Each),307,783,39.20817369093231
HAYFIELD SS,Cheese Pizza (Slice),1082,2886,37.49133749133749
HAYFIELD SS,Chickenless Bites (4 Bites),398,1077,36.954503249767875
HAYFIELD SS,Chickpeas (2 Tablespoons),100,275,36.36363636363637
HAYFIELD SS,"WG 10"" Flour Tortilla (Tortilla)",344,953,36.09653725078699
HAYFIELD SS,Black Beans (1/2 Cup),386,1090,35.41284403669725
HAYFIELD SS,Chicken and Cheese Quesadilla (Quesadilla),402,1154,34.835355285961874
HAYFIELD SS,Mandarin Orange Pepper Fruit Salsa (1 TBSP),50,150,33.33333333333333
HAYFIELD SS,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",67,204,32.84313725490196
HAYFIELD SS,Fat Free White Milk (Each),2962,9095,32.5673446948873
HAYFIELD SS,Fat Free Chocolate Milk (Each),7311,22743,32.146154860836305
HAYFIELD SS,Spicy Chicken Wrap (Wrap),153,478,32.00836820083682
HAYFIELD SS,Black Beans (1/4 Cup),105,335,31.343283582089555
HAYFIELD SS,"Patty, Chicken, Breaded, WG (2 strips)",343,1165,29.442060085836907
HAYFIELD SS,"Peanut Butter and Jelly Sandwich, IW (Each)",37,127,29.133858267716533
HAYFIELD SS,Grape Tomatoes (1/4 cup),130,450,28.888888888888886
HAYFIELD SS,Black Beans (2 Tablespoons),42,150,28.000000000000004
HAYFIELD SS,Fish Tacos (2 Tacos),23,83,27.710843373493976
HAYFIELD SS,Cooked  Brown Rice (1 cup cooked),354,1291,27.420604182804027
HAYFIELD SS,Nachos with Cheese Sauce (Serving),210,807,26.022304832713754
HAYFIELD SS,PB&J Power Pack (Power Packs),966,3836,25.18248175182482
HAYFIELD SS,1% White Milk (Each),2255,9062,24.88413153829177
HAYFIELD SS,Asian Meatball Sub (sandwich),15,64,23.4375
HAYFIELD SS,Cucumber Slices (2 Tablespoon),125,540,23.14814814814815
HAYFIELD SS,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),36,157,22.929936305732486
HAYFIELD SS,Marinara Sauce (1/2 cup),456,2021,22.56308758040574
HAYFIELD SS,Tomato & Basil Lasagna (Each),30,134,22.388059701492537
HAYFIELD SS,Original Flavored Dried Cranberries (Package),203,907,22.381477398015434
HAYFIELD SS,BBQ Chicken Sandwich (Sandwich),40,186,21.50537634408602
HAYFIELD SS,Corn (2 Tablespoons (thawed)),135,630,21.428571428571427
HAYFIELD SS,Broccoli Florets (1/4 cup),165,785,21.019108280254777
HAYFIELD SS,Cheeseburger (Sandwich),309,1494,20.682730923694777
HAYFIELD SS,Golden Delicious Apple (Each),920,4544,20.246478873239436
HAYFIELD SS,Whole Wheat Dinner Roll (2 rolls),93,468,19.871794871794872
HAYFIELD SS,Chicken & Vegetable Dumplings (6 dumplings),59,303,19.471947194719473
HAYFIELD SS,Sweet Thai Chili Sauce (ounce),102,540,18.88888888888889
HAYFIELD SS,Whole Wheat Dinner Roll (Each),665,3541,18.780005648122
HAYFIELD SS,"Pizza, Turkey Pepperoni, Slice (Slice)",55,298,18.456375838926174
HAYFIELD SS,"Peppers, red, pre-sliced (1/2 cup sliced)",260,1430,18.181818181818183
HAYFIELD SS,Baby Carrots (3 baby carrots per 1/4 cup),535,2980,17.953020134228186
HAYFIELD SS,Spicy Breaded Chicken Patty on Bun (Sandwich),1115,6315,17.656373713380837
HAYFIELD SS,Cherry Tomatoes (1/4 cup),83,475,17.473684210526315
HAYFIELD SS,"Peppers, green, pre-sliced (1/2 cup sliced)",30,180,16.666666666666664
HAYFIELD SS,"Peppers, green, pre-sliced (1/4 cup sliced)",20,120,16.666666666666664
HAYFIELD SS,Baked Cheese Sticks (2 Cheese Sticks),629,3809,16.51352060908375
HAYFIELD SS,Red Delicious Apple (Each - serving),382,2463,15.509541209906619
HAYFIELD SS,Celery Sticks (1/2 cup),170,1120,15.178571428571427
HAYFIELD SS,Beef Meatball Sub Sandwich (Sandwich),64,464,13.793103448275861
HAYFIELD SS,Cucumber Slices (6 Slices per 1/2 cup),30,220,13.636363636363635
HAYFIELD SS,Gala Apple (Each),34,250,13.600000000000001
HAYFIELD SS,"Peppers, red, pre-sliced (1/4 cup sliced)",10,80,12.5
HAYFIELD SS,Orange Slices (3 slices per 1/4 cup),426,3502,12.16447744146202
HAYFIELD SS,Bean and Cheese Pupusa (Pupusa),16,136,11.76470588235294
HAYFIELD SS,Whole Strawberries (1/2 cup thawed),80,700,11.428571428571429
HAYFIELD SS,Chicken Tenders (3 tenders),473,4161,11.367459745253544
HAYFIELD SS,"Tomato, Large, whole, Plum (1/4 cup sliced)",60,538,11.152416356877323
HAYFIELD SS,Orange Chicken (4 Bites w/ 1oz sauce),44,404,10.891089108910892
HAYFIELD SS,Nachos with Taco Meat and Cheese Sauce (Serving Size),157,1520,10.328947368421053
HAYFIELD SS,Orange Sauce (ounce),40,389,10.282776349614396
HAYFIELD SS,"Cheese, Shredded, Cheddar (1/4 cup)",290,2835,10.229276895943562
HAYFIELD SS,"Bread, Loco (flatbread)",84,854,9.836065573770492
HAYFIELD SS,Orange (1/4 cup),80,828,9.66183574879227
HAYFIELD SS,Soft Pretzel (1 pretzel),63,654,9.63302752293578
HAYFIELD SS,"Peppers, Red, Whole (2 Tablespoons)",70,760,9.210526315789473
HAYFIELD SS,Vegetable Dumpling (6 dumplings),22,253,8.695652173913043
HAYFIELD SS,Ranch Dressing (1 ounce),750,8988,8.344459279038718
HAYFIELD SS,Baby Carrots (6 Baby Carrots per 1/2 cup),10,120,8.333333333333332
HAYFIELD SS,"Onions, Red, Whole (1/4 cup (sliced))",10,120,8.333333333333332
HAYFIELD SS,"Peppers, Green, Whole (2 Tablespoon)",60,720,8.333333333333332
HAYFIELD SS,Applesauce (1/2 Cup),76,933,8.145766345123258
HAYFIELD SS,Mayonnaise Packet (Packet),727,9125,7.967123287671233
HAYFIELD SS,Cucumber Slices (1/4 cup),285,3645,7.818930041152264
HAYFIELD SS,"Onions, Red, Whole (2 Tablespoons (sliced))",58,760,7.631578947368421
HAYFIELD SS,Fish  Sandwich (Sandwich),25,375,6.666666666666667
HAYFIELD SS,Chilled Mandarin Oranges (1/4 cup (drained)),132,1988,6.639839034205232
HAYFIELD SS,Pasta with Meat Sauce (serving),27,444,6.081081081081082
HAYFIELD SS,Lettuce Blend Salad Mix (1/2 cup),595,11190,5.317247542448615
HAYFIELD SS,Chilled Mandarin Oranges (1/2 cup (drained)),307,5774,5.316937997921718
HAYFIELD SS,Red Seedless Grapes (8 grapes per 1/4 cup),15,315,4.761904761904762
HAYFIELD SS,Chicken Quesadilla (quesadilla),3,70,4.285714285714286
HAYFIELD SS,Marinara Sauce (1/4 Cup),24,600,4.0
HAYFIELD SS,Roasted Plantains (6 Slices),33,858,3.8461538461538463
HAYFIELD SS,Red Seedless Grapes (16 grapes per 1/2 cup),200,5770,3.466204506065858
HAYFIELD SS,Ketchup Packet (Packet),1220,38598,3.1607855329291676
HAYFIELD SS,Banana (Each),48,1843,2.6044492674986435
HAYFIELD SS,Apple Slices (3 slices per 1/4 cup),10,945,1.0582010582010581
HAYFIELD SS,Apple Juice (Each),0,853,0.0
HAYFIELD SS,Apple Slices (6 Slices per 1/2 cup),0,245,0.0
HAYFIELD SS,Black Bean and Corn Salad (1/2 cup),0,4,0.0
HAYFIELD SS,Bottled Water (Bottle),0,2269,0.0
HAYFIELD SS,"Bread, Loco (1/2 piece)",0,325,0.0
HAYFIELD SS,Chickenless Bites (2 Bites),0,190,0.0
HAYFIELD SS,Chocolate Chip Cookie (Cookie),0,7863,0.0
HAYFIELD SS,Cool Ranch Reduced Fat Doritos (Each),0,776,0.0
HAYFIELD SS,Corn (1/4 cup (thawed)),0,95,0.0
HAYFIELD SS,Doritos Flamas (Each),0,875,0.0
HAYFIELD SS,Doritos RF Spicy Sweet Chili (Each),0,829,0.0
HAYFIELD SS,"Fruit Snacks, Welch's Mixed (Each)",0,33,0.0
HAYFIELD SS,Kettle Cooked Smoky BBQ Chips (Each),0,887,0.0
HAYFIELD SS,Korean Chicken Drumstick (Drumstick),0,154,0.0
HAYFIELD SS,Lay's RF Kettle Original Chips (Each),0,825,0.0
HAYFIELD SS,Mandarin Orange Parfait (Parfait),0,4,0.0
HAYFIELD SS,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,132,0.0
HAYFIELD SS,Orange Slices (6 Slices per 1/2 cup),0,190,0.0
HAYFIELD SS,Orange Tangerine Juice (Each),0,189,0.0
HAYFIELD SS,Potato Wedges (7 pieces),0,960,0.0
HAYFIELD SS,RF Kettle Chips Jalapeno & Cheddar Chips (Each),0,1025,0.0
HAYFIELD SS,RF Kettle Chips Sea Salt & Vinegar Chips (Each),0,850,0.0
HAYFIELD SS,Roasted Plantains (3 Slices),0,33,0.0
HAYFIELD SS,SS Baked Cheetos Flaming Hot (Each),0,918,0.0
HAYFIELD SS,SS Baked Cheetos Flaming Limon (Each),0,227,0.0
HAYFIELD SS,SS Cheetos Fantastix Flaming Hot (Each),0,361,0.0
HAYFIELD SS,"Sauce, Spicy Mayo (tbsp)",0,175,0.0
HAYFIELD SS,Strawberry Banana Yogurt (each),0,1,0.0
HAYFIELD SS,Sweet Thai Chili Chicken Wings (3 Wings),0,106,0.0
HAYFIELD SS,Tex Mex Corn (1/2 cup),0,55,0.0
HAYFIELD SS,Triple Berry Parfait Power Pack (Power Pack),0,1,0.0
HAYFIELD SS,Turkey Pepperoni Pizza (1.37 oz),0,19,0.0
HAYFIELD SS,WG Baked Funyuns (Each),0,319,0.0
HERNDON HS,Fat Free White Milk (Each),3100,4215,73.54685646500593
HERNDON HS,1% White Milk (Each),3334,4828,69.05550952775477
HERNDON HS,WG Baked Funyuns (Each),8,15,53.333333333333336
HERNDON HS,SS Cheetos Fantastix Flaming Hot (Each),5,10,50.0
HERNDON HS,Orange Flavored Dried Cranberries (2 Eaches),50,103,48.54368932038835
HERNDON HS,"Fruit Snacks, Welch's Mixed (Each)",36,76,47.368421052631575
HERNDON HS,Fat Free Chocolate Milk (Each),5757,13147,43.78945767095155
HERNDON HS,"Onions, Red, Whole (1/4 cup (sliced))",13,30,43.333333333333336
HERNDON HS,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),25,60,41.66666666666667
HERNDON HS,Cherry Vanilla Yogurt Power Pack (Power Packs),2,5,40.0
HERNDON HS,Chickenless Bites (4 Bites),149,400,37.25
HERNDON HS,Fish Tacos (2 Tacos),36,100,36.0
HERNDON HS,"Sauce, Spicy Mayo (tbsp)",36,100,36.0
HERNDON HS,"Peppers, Green, Whole (1/2 cup)",48,135,35.55555555555556
HERNDON HS,Soft Pretzel (1 pretzel),23,67,34.32835820895522
HERNDON HS,"Bread, Loco (1/2 piece)",215,685,31.386861313868614
HERNDON HS,Strawberry Flavored Dried Cranberries (Each),67,250,26.8
HERNDON HS,Chickpeas (1/4 cup),121,460,26.304347826086953
HERNDON HS,"Sandwich, Turkey & Cheese on Sub Roll (sandwich)",11,42,26.190476190476193
HERNDON HS,Black Beans (1/4 Cup),55,215,25.581395348837212
HERNDON HS,Raspberry Lemonade Flavored Dried Cranberries (Each),50,200,25.0
HERNDON HS,Asian Veggie Sub (sandwich),48,200,24.0
HERNDON HS,Original Flavored Dried Cranberries (Package),61,262,23.282442748091604
HERNDON HS,Lay's RF Kettle Original Chips (Each),29,125,23.200000000000003
HERNDON HS,Cherry Flavored Dried Cranberries (Each),30,135,22.22222222222222
HERNDON HS,Strawberry & Banana Yogurt Power Pack (Power Packs),37,170,21.764705882352942
HERNDON HS,Marinara Sauce (1/2 cup),317,1496,21.18983957219251
HERNDON HS,"Bread, Loco (flatbread)",345,1654,20.858524788391776
HERNDON HS,Chicken Tenders (3 tenders),617,3047,20.24942566458812
HERNDON HS,Mandarin Orange Pepper Fruit Salsa (1 TBSP),16,80,20.0
HERNDON HS,"Peppers, Red, Whole (1/4 cup)",20,100,20.0
HERNDON HS,Orange (1/4 cup),733,3682,19.907658881042913
HERNDON HS,Orange Slices (3 slices per 1/4 cup),161,828,19.444444444444446
HERNDON HS,Golden Delicious Apple (Each),398,2105,18.907363420427554
HERNDON HS,Spicy Chicken Wrap (Wrap),110,600,18.333333333333332
HERNDON HS,Baked Cheese Sticks (2 Cheese Sticks),391,2157,18.127028280018546
HERNDON HS,Peach Yogurt Power Pack (Power Packs),15,83,18.072289156626507
HERNDON HS,Cheese Pizza (Slice),149,826,18.038740920096853
HERNDON HS,Bean and Cheese Pupusa (Pupusa),120,670,17.91044776119403
HERNDON HS,Spicy Breaded Chicken Patty on Bun (Sandwich),393,2376,16.54040404040404
HERNDON HS,Italian Dressing (1 ounce),371,2295,16.16557734204793
HERNDON HS,"Sandwich, Turkey & Cheese (sandwich)",100,662,15.105740181268882
HERNDON HS,Grilled Cheese Sandwich (Sandwich),9,60,15.0
HERNDON HS,Blueberry Bread (1 square),61,411,14.841849148418493
HERNDON HS,IW Applesauce Cup (Each),58,394,14.720812182741117
HERNDON HS,Marinara Sauce (1/4 Cup),86,603,14.262023217247096
HERNDON HS,Turkey Pepperoni Pizza (1.37 oz),83,609,13.628899835796387
HERNDON HS,Potstickers (6 Potstickers),10,74,13.513513513513514
HERNDON HS,Gala Apple (Each),41,317,12.933753943217665
HERNDON HS,Smartfood RF White Cheddar Popcorn (Each),5,40,12.5
